id_aluno;idade;serie;prova_b1;trab1_b1;trab2_b1;freq_b1;prova_b2;trab1_b2;trab2_b2;freq_b2;prova_b3;trab1_b3;trab2_b3;freq_b3;prova_b4;trab1_b4;trab2_b4;freq_b4;nota_b1;nota_b2;nota_b3;nota_b4;nota_final;frequencia_final;resultado_final;media_nota_b1_b3;media_freq_b1_b3;slope_nota;var_nota;prob_reprovado;prob_recuperacao;prob_aprovado;score_risco;nivel_risco
401;14;6;6.8;0.3;0.8;57.1;3.6;0.3;0.6;52.9;6.3;0.5;0.9;68.7;4.8;0.4;0.7;50.2;7.899999999999999;4.5;7.7;5.9;6.5;57.225;Reprovado;6.699999999999999;59.56666666666666;-0.1999999999999984;3.639999999999999;0.985;0.0;0.015;98.5;Alto Risco
402;14;7;3.1;0.2;0.9;78.5;5.6;1.0;0.2;55.5;3.9;0.9;0.4;66.6;7.2;0.8;0.5;75.5;4.2;6.8;5.2;8.5;6.175;69.025;Reprovado;5.4;66.86666666666666;1.0;1.7199999999999995;0.98;0.02;0.0;99.0;Alto Risco
403;13;9;3.1;0.9;0.9;59.3;4.2;0.6;0.9;61.0;5.9;0.6;0.6;58.8;3.3;0.9;0.4;77.8;4.9;5.7;7.1;4.6000000000000005;5.575000000000001;64.225;Reprovado;5.900000000000001;59.7;2.1999999999999997;1.239999999999999;0.985;0.015;0.0;99.25;Alto Risco
404;11;7;4.6;0.2;1.0;63.9;4.8;0.7;0.6;73.2;7.5;0.5;0.5;80.4;7.7;0.8;0.3;91.2;5.8;6.1;8.5;8.8;7.3;77.175;Aprovado;6.8;72.5;2.7;2.1900000000000004;0.265;0.08;0.655;30.5;Baixo Risco
405;14;6;5.4;0.3;0.5;60.9;7.9;1.0;0.2;71.7;4.6;0.5;0.9;73.8;7.9;0.4;1.0;75.2;6.2;9.1;6.0;9.3;7.65;70.39999999999999;Reprovado;7.1000000000000005;68.8;-0.2000000000000001;3.009999999999999;0.95;0.035;0.015;96.75;Alto Risco
406;14;7;6.9;0.8;1.0;59.1;6.4;0.4;1.0;90.0;6.4;0.2;0.1;93.3;3.4;0.8;0.1;95.8;8.7;7.800000000000001;6.7;4.3;6.875;84.55;Recuperação;7.733333333333333;80.8;-1.9999999999999991;1.0033333333333323;0.11;0.69;0.2;45.5;Risco Moderado
407;12;6;6.4;0.4;0.8;91.3;7.7;0.8;0.5;87.0;3.9;0.0;0.5;51.6;4.5;0.4;0.0;81.4;7.6;9.0;4.4;4.9;6.475;77.825;Recuperação;7.0;76.63333333333334;-3.1999999999999997;5.559999999999999;0.155;0.755;0.09;53.25;Risco Moderado
408;14;7;5.2;0.8;0.2;64.3;3.7;0.4;0.1;71.3;6.1;0.2;0.7;82.2;4.9;0.2;0.2;92.0;6.2;4.2;7.0;5.300000000000001;5.675;77.45;Recuperação;5.8;72.60000000000001;0.7999999999999998;2.08;0.275;0.72;0.005;63.5;Risco Moderado
409;14;6;4.4;0.1;0.5;96.4;4.9;0.9;0.6;66.7;4.7;0.5;0.8;88.1;6.9;0.0;1.0;57.4;5.0;6.4;6.0;7.9;6.324999999999999;77.15;Recuperação;5.8;83.73333333333333;1.0;0.5200000000000002;0.025;0.97;0.005;51.0;Risco Moderado
410;12;6;8.0;0.5;0.7;98.5;5.8;0.2;0.3;65.8;4.1;0.4;0.6;88.0;6.0;0.4;1.0;92.8;9.2;6.3;5.1;7.4;7.0;86.275;Aprovado;6.866666666666667;84.10000000000001;-4.1;4.4433333333333325;0.04;0.21;0.75;14.5;Baixo Risco
411;13;6;5.1;0.0;0.2;78.6;3.4;0.9;0.8;88.7;4.6;0.4;0.9;94.3;6.2;0.9;0.7;83.8;5.3;5.1;5.9;7.800000000000001;6.025;86.35000000000001;Recuperação;5.433333333333333;87.2;0.6000000000000005;0.1733333333333336;0.055;0.945;0.0;52.75;Risco Moderado
412;14;9;5.3;0.1;0.6;57.2;3.0;0.2;0.8;52.6;3.9;1.0;0.9;86.5;6.8;0.2;0.9;58.5;5.999999999999999;4.0;5.800000000000001;7.9;5.925000000000001;63.7;Reprovado;5.266666666666667;65.43333333333334;-0.1999999999999984;1.2133333333333332;0.965;0.025;0.01;97.75;Alto Risco
413;12;7;3.8;0.9;0.7;68.7;6.4;0.3;1.0;50.6;7.5;0.4;0.1;96.4;3.6;0.2;0.2;59.5;5.4;7.7;8.0;4.0;6.275;68.80000000000001;Reprovado;7.033333333333334;71.9;2.6;2.023333333333333;0.805;0.08;0.115;84.5;Alto Risco
414;11;7;7.0;0.1;0.2;89.9;6.2;0.8;0.5;89.8;5.0;0.5;0.4;66.6;7.2;1.0;1.0;96.3;7.3;7.5;5.9;9.2;7.475;85.64999999999999;Aprovado;6.900000000000001;82.1;-1.3999999999999997;0.7599999999999996;0.085;0.115;0.8;14.25;Baixo Risco
415;13;7;6.5;0.5;0.6;68.4;5.1;0.4;0.5;73.9;4.2;0.1;0.0;75.2;6.5;0.0;0.1;51.6;7.6;6.0;4.3;6.6;6.125;67.275;Reprovado;5.966666666666666;72.5;-3.3;2.723333333333333;0.84;0.16;0.0;92.0;Alto Risco
416;11;6;4.1;0.4;0.8;54.4;5.4;0.6;0.8;56.5;5.2;0.0;0.3;50.7;5.9;0.8;0.1;73.1;5.3;6.8;5.5;6.8;6.1000000000000005;58.675;Reprovado;5.866666666666667;53.866666666666674;0.2000000000000001;0.6633333333333333;0.985;0.015;0.0;99.25;Alto Risco
417;11;7;3.4;0.3;0.5;77.8;5.1;0.4;0.1;61.8;4.6;0.8;0.5;50.3;7.4;0.3;0.1;65.7;4.199999999999999;5.6;5.9;7.8;5.875;63.89999999999999;Reprovado;5.233333333333333;63.29999999999999;1.700000000000001;0.8233333333333341;0.975;0.025;0.0;98.75;Alto Risco
418;12;7;6.4;0.9;0.0;92.3;3.1;0.7;0.5;96.6;6.7;0.6;0.9;62.0;6.5;0.0;0.6;83.3;7.300000000000001;4.3;8.2;7.1;6.725;83.55;Recuperação;6.6000000000000005;83.63333333333333;0.8999999999999986;4.17;0.125;0.825;0.05;53.75;Risco Moderado
419;14;6;6.3;0.0;0.0;89.8;4.7;0.2;0.5;93.0;7.9;0.8;0.8;55.0;4.0;0.9;0.8;92.0;6.3;5.4;9.500000000000002;5.7;6.7250000000000005;82.45;Recuperação;7.066666666666667;79.26666666666667;3.200000000000002;4.643333333333337;0.135;0.74;0.125;50.5;Risco Moderado
420;12;8;4.4;0.7;0.4;58.8;3.9;0.1;0.1;85.5;5.2;0.1;0.1;63.0;5.1;0.1;0.4;68.0;5.500000000000001;4.1;5.4;5.6;5.15;68.825;Reprovado;5.000000000000001;69.10000000000001;-0.1000000000000005;0.610000000000001;0.88;0.12;0.0;94.0;Alto Risco
421;12;6;7.8;1.0;0.9;83.6;3.5;0.3;0.4;74.1;7.3;0.6;0.1;58.9;5.5;0.6;1.0;71.3;9.7;4.2;7.999999999999999;7.1;7.25;71.975;Reprovado;7.3;72.2;-1.7000000000000002;7.929999999999996;0.9;0.05;0.05;92.5;Alto Risco
422;12;7;3.8;0.6;0.2;61.0;7.8;0.5;0.9;76.0;5.8;0.3;0.6;51.4;3.3;0.3;0.4;99.1;4.6;9.2;6.699999999999999;4.0;6.125;71.875;Reprovado;6.833333333333333;62.8;2.1;5.303333333333332;0.985;0.005;0.01;98.75;Alto Risco
423;12;6;5.2;0.9;0.6;60.9;6.0;0.2;0.9;98.8;3.8;0.2;0.5;95.5;7.8;0.1;0.2;89.2;6.7;7.1000000000000005;4.5;8.1;6.6;86.1;Recuperação;6.1000000000000005;85.06666666666666;-2.2;1.9600000000000009;0.035;0.94;0.025;50.5;Risco Moderado
424;13;8;7.7;0.1;0.2;93.7;6.6;0.4;0.1;98.3;6.5;0.0;0.3;50.4;3.6;0.0;0.5;94.9;8.0;7.1;6.8;4.1;6.5;84.325;Recuperação;7.3;80.8;-1.2000000000000002;0.3900000000000002;0.13;0.725;0.145;49.25;Risco Moderado
425;14;6;5.1;0.4;0.3;62.5;4.6;0.4;0.1;60.8;5.6;0.1;0.9;86.8;6.5;0.1;0.7;71.9;5.8;5.1;6.6;7.3;6.2;70.5;Reprovado;5.833333333333333;70.03333333333333;0.7999999999999998;0.5633333333333334;0.935;0.055;0.01;96.25;Alto Risco
426;11;7;6.2;0.3;0.8;63.2;5.0;0.1;0.3;90.6;6.3;0.3;0.9;57.6;5.5;0.1;0.8;61.7;7.3;5.4;7.5;6.4;6.65;68.275;Reprovado;6.733333333333333;70.46666666666667;0.2000000000000001;1.3433333333333328;0.88;0.07;0.05;91.5;Alto Risco
427;11;8;5.0;0.7;0.7;50.0;4.2;0.6;0.9;59.9;7.4;0.1;0.4;95.6;3.1;0.8;0.5;70.6;6.4;5.7;7.9;4.4;6.1;69.025;Reprovado;6.666666666666667;68.5;1.5;1.2633333333333336;0.925;0.065;0.01;95.75;Alto Risco
428;14;9;4.4;1.0;0.1;93.5;3.5;0.9;0.1;60.7;5.2;1.0;0.9;94.6;7.6;0.5;0.6;85.8;5.5;4.5;7.1000000000000005;8.7;6.45;83.64999999999999;Recuperação;5.7;82.93333333333332;1.6000000000000003;1.7200000000000006;0.105;0.885;0.01;54.75;Risco Moderado
429;11;7;7.9;0.3;0.4;89.6;3.9;0.2;0.7;83.8;7.5;0.3;0.4;82.7;7.3;0.3;0.3;55.5;8.600000000000001;4.8;8.2;7.899999999999999;7.375;77.89999999999999;Aprovado;7.2;85.36666666666666;-0.4000000000000021;4.360000000000001;0.05;0.105;0.845;10.25;Baixo Risco
430;14;8;5.0;0.7;0.0;81.4;7.0;0.6;0.1;70.3;6.8;0.1;0.7;83.6;5.6;0.4;0.6;63.5;5.7;7.699999999999999;7.6;6.6;6.9;74.69999999999999;Reprovado;7.0;78.43333333333332;1.8999999999999997;1.269999999999999;0.725;0.185;0.09;81.75;Alto Risco
431;11;8;7.5;0.2;0.5;87.5;6.4;0.7;0.6;96.6;5.4;0.2;0.5;50.3;4.1;0.9;1.0;52.3;8.2;7.7;6.1000000000000005;6.0;7.0;71.675;Reprovado;7.333333333333333;78.13333333333333;-2.0999999999999988;1.2033333333333325;0.725;0.15;0.125;80.0;Alto Risco
432;12;9;4.1;0.6;0.7;57.6;5.7;0.4;0.4;54.5;6.0;0.6;0.1;99.2;3.6;0.9;0.0;71.6;5.4;6.500000000000001;6.699999999999999;4.5;5.775;70.725;Reprovado;6.2;70.43333333333334;1.299999999999999;0.4899999999999996;0.91;0.09;0.0;95.5;Alto Risco
433;11;6;4.1;0.5;0.1;72.9;5.4;0.7;0.8;75.6;4.6;0.1;0.9;93.9;4.8;0.7;0.9;91.4;4.699999999999999;6.9;5.6;6.4;5.9;83.45;Recuperação;5.733333333333333;80.8;0.9000000000000004;1.2233333333333345;0.08;0.92;0.0;54.0;Risco Moderado
434;14;6;3.2;1.0;0.3;67.6;7.6;0.4;0.2;95.9;7.9;0.9;0.5;94.8;4.3;0.9;0.6;51.2;4.5;8.2;9.3;5.8;6.95;77.375;Recuperação;7.333333333333333;86.10000000000001;4.800000000000001;6.323333333333334;0.13;0.705;0.165;48.25;Risco Moderado
435;14;7;6.3;0.6;0.4;54.7;3.4;0.5;0.6;95.2;6.3;1.0;0.7;83.0;5.5;0.3;0.3;83.8;7.3;4.5;8.0;6.1;6.475;79.175;Recuperação;6.6000000000000005;77.63333333333334;0.7000000000000002;3.43;0.13;0.865;0.005;56.25;Risco Moderado
436;14;9;4.8;0.3;0.9;74.3;4.4;0.0;0.2;57.8;3.2;0.2;0.4;67.2;7.8;0.4;1.0;96.6;6.0;4.6000000000000005;3.8;9.2;5.9;73.975;Reprovado;4.800000000000001;66.43333333333334;-2.2;1.2400000000000002;0.975;0.025;0.0;98.75;Alto Risco
437;14;6;7.3;0.1;1.0;96.0;4.7;0.7;0.7;68.3;4.6;0.5;0.0;94.7;5.9;0.6;0.5;61.8;8.399999999999999;6.1000000000000005;5.1;7.0;6.65;80.2;Recuperação;6.533333333333334;86.33333333333333;-3.299999999999999;2.8633333333333306;0.035;0.94;0.025;50.5;Risco Moderado
438;14;9;5.4;0.2;0.0;52.0;6.9;0.7;0.9;81.0;6.1;0.0;0.1;64.6;7.4;0.6;0.3;84.7;5.6000000000000005;8.5;6.199999999999999;8.3;7.15;70.575;Reprovado;6.766666666666667;65.86666666666666;0.5999999999999988;2.343333333333333;0.945;0.03;0.025;96.0;Alto Risco
439;13;6;7.8;0.2;0.8;64.6;8.0;0.0;0.1;58.0;3.3;0.6;0.5;78.1;6.3;0.5;0.2;98.8;8.8;8.1;4.4;7.0;7.074999999999999;74.875;Reprovado;7.099999999999999;66.89999999999999;-4.4;5.59;0.945;0.045;0.01;96.75;Alto Risco
440;13;8;3.9;0.3;0.4;60.4;4.2;0.4;0.9;98.4;3.1;0.4;0.7;55.0;5.4;0.4;0.2;98.1;4.6000000000000005;5.500000000000001;4.2;6.000000000000001;5.075;77.975;Recuperação;4.766666666666667;71.26666666666667;-0.4000000000000003;0.4433333333333338;0.215;0.775;0.01;60.25;Risco Moderado
441;11;6;7.3;0.9;0.4;61.9;7.4;1.0;0.6;95.7;5.3;0.3;0.3;96.1;7.3;1.0;0.8;61.7;8.6;9.0;5.9;9.1;8.15;78.85;Aprovado;7.833333333333333;84.56666666666666;-2.6999999999999997;2.8433333333333324;0.07;0.105;0.825;12.25;Baixo Risco
442;14;9;6.9;0.6;0.8;95.4;7.2;0.4;0.1;58.3;4.7;0.2;0.7;57.0;5.4;0.8;0.6;55.0;8.3;7.7;5.6000000000000005;6.8;7.1000000000000005;66.425;Reprovado;7.2;70.23333333333333;-2.7;2.01;0.955;0.03;0.015;97.0;Alto Risco
443;11;8;6.9;0.5;0.9;73.4;4.1;0.5;0.4;56.1;5.2;0.7;0.7;61.2;7.3;0.4;0.9;57.4;8.3;5.0;6.6000000000000005;8.6;7.125;62.025;Reprovado;6.633333333333334;63.56666666666666;-1.7000000000000002;2.7233333333333345;0.985;0.01;0.005;99.0;Alto Risco
444;14;8;7.2;0.1;1.0;73.3;5.0;0.9;0.2;54.3;4.3;0.4;0.7;77.9;4.5;0.7;0.2;85.1;8.3;6.1000000000000005;5.4;5.4;6.300000000000001;72.65;Reprovado;6.600000000000001;68.5;-2.9000000000000004;2.2900000000000005;0.95;0.03;0.02;96.5;Alto Risco
445;14;8;6.8;0.9;0.6;88.0;5.0;0.7;0.7;95.5;3.8;0.2;0.5;88.2;3.6;0.3;0.1;86.3;8.3;6.4;4.5;4.0;5.800000000000001;89.5;Recuperação;6.400000000000001;90.56666666666666;-3.8000000000000007;3.610000000000001;0.005;0.935;0.06;47.25;Risco Moderado
446;13;9;6.1;0.7;0.4;57.7;7.9;0.6;0.8;59.7;6.4;0.7;0.9;81.0;7.3;0.1;0.0;83.7;7.2;9.3;8.0;7.399999999999999;7.975;70.525;Reprovado;8.166666666666666;66.13333333333334;0.7999999999999998;1.123333333333334;0.985;0.0;0.015;98.5;Alto Risco
447;13;7;3.7;0.1;0.8;74.4;3.9;0.8;0.1;70.8;5.6;0.6;0.5;61.6;5.9;0.4;0.5;66.8;4.6000000000000005;4.8;6.699999999999999;6.800000000000001;5.7250000000000005;68.39999999999999;Reprovado;5.366666666666667;68.93333333333332;2.0999999999999988;1.343333333333332;0.94;0.06;0.0;97.0;Alto Risco
448;12;7;3.2;0.7;0.3;71.5;7.0;0.9;0.5;72.4;4.0;0.9;0.5;50.0;7.4;0.4;1.0;58.5;4.2;8.4;5.4;8.8;6.7;63.1;Reprovado;6.0;64.63333333333334;1.2000000000000002;4.68;0.965;0.03;0.005;98.0;Alto Risco
449;13;7;7.6;0.5;0.6;79.8;4.7;0.5;0.8;80.0;4.6;0.1;0.2;87.9;7.7;0.0;0.7;79.0;8.7;6.0;4.9;8.4;7.0;81.67500000000001;Aprovado;6.533333333333334;82.56666666666668;-3.799999999999999;3.823333333333332;0.035;0.295;0.67;18.25;Baixo Risco
450;12;9;6.1;0.1;0.4;100.0;6.7;0.5;0.9;53.6;6.0;0.8;0.3;99.3;3.3;0.8;0.3;74.2;6.6;8.1;7.1;4.4;6.549999999999999;81.77499999999999;Recuperação;7.266666666666666;84.3;0.5;0.5833333333333334;0.075;0.81;0.115;48.0;Risco Moderado
451;12;8;7.0;0.5;0.7;88.5;5.1;0.4;0.5;61.3;3.4;0.7;0.0;90.5;5.5;0.4;0.9;86.4;8.2;6.0;4.1;6.800000000000001;6.275;81.67500000000001;Recuperação;6.099999999999999;80.10000000000001;-4.1;4.209999999999999;0.06;0.92;0.02;52.0;Risco Moderado
452;12;7;5.4;0.5;0.2;69.9;5.9;1.0;1.0;96.6;3.7;0.1;0.6;73.0;4.9;0.6;0.8;72.1;6.1000000000000005;7.9;4.4;6.3;6.175;77.9;Recuperação;6.133333333333333;79.83333333333333;-1.7000000000000002;3.063333333333333;0.125;0.865;0.01;55.75;Risco Moderado
453;12;9;3.6;0.2;0.2;91.4;7.2;0.7;0.5;95.4;3.4;0.7;0.2;95.2;6.1;0.1;0.0;66.9;4.0;8.4;4.3;6.199999999999999;5.725;87.225;Recuperação;5.566666666666666;94.0;0.2999999999999998;6.043333333333334;0.015;0.975;0.01;50.25;Risco Moderado
454;12;7;3.6;0.9;0.9;58.5;7.0;0.1;0.4;89.1;7.1;0.4;0.3;70.5;7.0;0.2;0.8;64.7;5.4;7.5;7.8;8.0;7.175;70.7;Reprovado;6.9;72.7;2.3999999999999995;1.7099999999999993;0.89;0.06;0.05;92.0;Alto Risco
455;11;6;6.4;0.8;0.1;51.5;7.3;0.9;0.8;51.0;6.8;0.9;0.8;76.2;4.4;0.9;0.3;60.6;7.3;9.0;8.5;5.6000000000000005;7.6;59.825;Reprovado;8.266666666666667;59.56666666666666;1.2000000000000002;0.7633333333333335;0.95;0.005;0.045;95.25;Alto Risco
456;13;7;5.2;0.7;0.5;60.2;3.3;0.5;0.5;66.4;6.8;0.1;0.3;73.9;5.8;0.6;0.1;63.3;6.4;4.3;7.199999999999999;6.499999999999999;6.1;65.95;Reprovado;5.966666666666666;66.83333333333333;0.7999999999999989;2.243333333333333;0.985;0.01;0.005;99.0;Alto Risco
457;12;7;4.0;0.5;0.2;67.0;6.5;0.1;0.5;81.4;6.6;0.6;0.2;72.4;6.5;1.0;0.2;54.7;4.7;7.1;7.399999999999999;7.7;6.725;68.875;Reprovado;6.4;73.60000000000001;2.6999999999999984;2.1899999999999977;0.795;0.18;0.025;88.5;Alto Risco
458;14;8;5.5;0.4;0.0;75.5;3.7;0.5;0.5;63.8;6.3;0.4;0.2;88.8;3.7;1.0;0.5;67.3;5.9;4.7;6.9;5.2;5.675;73.85000000000001;Reprovado;5.833333333333333;76.03333333333335;1.0;1.2133333333333334;0.77;0.205;0.025;87.25;Alto Risco
459;13;9;3.3;0.7;0.0;80.8;5.1;0.4;0.8;95.5;5.4;1.0;0.8;76.3;7.1;0.4;0.4;51.8;4.0;6.3;7.2;7.9;6.35;76.10000000000001;Recuperação;5.833333333333333;84.2;3.2;2.7233333333333336;0.095;0.895;0.01;54.25;Risco Moderado
460;13;8;5.9;0.5;0.2;95.5;5.7;0.9;0.8;81.7;6.2;0.3;0.1;65.8;6.0;0.3;0.3;59.3;6.6000000000000005;7.4;6.6;6.6;6.800000000000001;75.575;Recuperação;6.866666666666667;81.0;-8.881784197001252e-16;0.2133333333333334;0.055;0.86;0.085;48.5;Risco Moderado
461;12;8;4.3;0.1;0.9;75.5;5.0;0.2;0.4;53.6;3.2;1.0;0.5;62.9;7.7;0.9;0.2;87.3;5.3;5.6000000000000005;4.7;8.799999999999999;6.1;69.825;Reprovado;5.2;64.0;-0.5999999999999996;0.2100000000000001;0.98;0.01;0.01;98.5;Alto Risco
462;11;8;7.0;0.5;0.3;75.1;5.6;0.8;0.3;95.5;6.1;0.9;0.5;51.9;4.7;1.0;0.8;66.3;7.8;6.699999999999999;7.5;6.5;7.125;72.2;Reprovado;7.333333333333333;74.16666666666667;-0.2999999999999998;0.3233333333333337;0.88;0.05;0.07;90.5;Alto Risco
463;12;8;4.6;0.8;1.0;52.5;8.0;0.6;0.5;97.9;6.9;0.3;0.7;79.2;3.5;0.6;1.0;83.4;6.4;9.1;7.9;5.1;7.125;78.25;Aprovado;7.8;76.53333333333335;1.5;1.829999999999999;0.11;0.035;0.855;12.75;Baixo Risco
464;11;8;5.3;0.5;0.6;51.7;3.7;0.1;0.6;53.9;5.5;0.8;0.6;61.5;5.5;0.8;0.8;85.8;6.4;4.4;6.9;7.1;6.199999999999999;63.225;Reprovado;5.900000000000001;55.7;0.5;1.75;0.995;0.0;0.005;99.5;Alto Risco
465;14;7;3.1;0.1;0.4;77.6;6.4;1.0;0.2;76.6;4.8;1.0;0.8;57.4;3.4;0.8;0.3;79.1;3.6;7.6;6.6;4.5;5.575;72.675;Reprovado;5.933333333333333;70.53333333333333;3.0;4.333333333333332;0.91;0.085;0.005;95.25;Alto Risco
466;13;8;3.4;0.8;0.6;71.9;5.0;0.5;0.8;65.2;4.4;0.3;0.0;82.7;7.8;0.4;0.2;97.9;4.8;6.3;4.7;8.399999999999999;6.05;79.42500000000001;Recuperação;5.266666666666667;73.26666666666667;-0.0999999999999996;0.8033333333333331;0.245;0.755;0.0;62.25;Risco Moderado
467;14;8;5.0;0.2;0.5;92.0;3.7;0.3;0.5;69.6;6.2;0.4;0.3;84.1;3.2;0.6;0.2;51.1;5.7;4.5;6.9;4.0;5.275;74.2;Reprovado;5.7;81.89999999999999;1.2000000000000002;1.4400000000000004;0.755;0.245;0.0;87.75;Alto Risco
468;11;9;5.4;0.3;0.8;58.0;3.8;0.5;0.3;59.0;6.5;0.5;0.3;87.6;6.8;0.8;0.1;86.9;6.5;4.6;7.3;7.699999999999999;6.525;72.875;Reprovado;6.133333333333333;68.2;0.7999999999999998;1.9233333333333336;0.97;0.02;0.01;98.0;Alto Risco
469;11;6;6.0;0.2;0.3;51.2;7.7;0.9;0.1;78.9;7.4;0.3;0.1;75.2;5.6;0.7;0.6;97.9;6.5;8.7;7.8;6.9;7.475;75.80000000000001;Aprovado;7.666666666666667;68.43333333333334;1.2999999999999998;1.2233333333333325;0.235;0.02;0.745;24.5;Baixo Risco
470;14;7;4.5;0.3;0.4;72.5;7.4;0.3;0.2;97.9;4.7;0.0;0.3;94.7;4.8;0.0;0.6;93.1;5.2;7.9;5.0;5.4;5.875;89.55000000000001;Recuperação;6.033333333333334;88.36666666666667;-0.2000000000000001;2.623333333333334;0.015;0.97;0.015;50.0;Risco Moderado
471;11;7;6.5;0.8;0.9;61.9;7.5;0.2;0.9;75.2;6.8;0.2;0.3;96.8;3.3;0.3;0.7;58.4;8.2;8.6;7.3;4.3;7.1;73.07499999999999;Reprovado;8.033333333333333;77.96666666666665;-0.8999999999999995;0.4433333333333331;0.73;0.075;0.195;76.75;Alto Risco
472;14;7;7.3;0.5;0.9;52.5;8.0;0.1;0.3;54.1;5.8;0.3;0.5;90.4;6.1;0.1;0.7;66.3;8.7;8.4;6.6;6.9;7.65;65.825;Reprovado;7.900000000000001;65.66666666666667;-2.1;1.29;0.96;0.02;0.02;97.0;Alto Risco
473;13;8;6.9;0.2;0.9;86.2;4.0;0.3;0.2;81.0;7.4;0.4;0.7;81.8;5.9;0.2;0.3;58.6;8.0;4.5;8.5;6.4;6.85;76.9;Recuperação;7.0;83.0;0.5;4.75;0.03;0.71;0.26;38.5;Baixo Risco
474;14;8;3.2;0.9;0.4;55.6;4.8;0.8;0.5;67.0;5.6;0.2;0.4;65.2;4.4;0.9;0.3;80.1;4.500000000000001;6.1;6.2;5.6000000000000005;5.6000000000000005;66.975;Reprovado;5.6000000000000005;62.6;1.6999999999999993;0.909999999999999;0.99;0.005;0.005;99.25;Alto Risco
475;13;8;5.4;0.9;0.8;80.4;6.3;0.5;0.3;92.8;5.6;0.9;0.7;99.1;7.6;0.0;0.7;85.6;7.1000000000000005;7.1;7.2;8.299999999999999;7.424999999999999;89.475;Aprovado;7.133333333333333;90.76666666666664;0.0999999999999996;0.0033333333333333;0.03;0.14;0.83;10.0;Baixo Risco
476;14;9;3.5;0.9;0.5;64.1;5.4;0.2;0.0;71.7;5.9;0.7;0.3;63.7;4.5;0.2;0.3;65.9;4.9;5.6000000000000005;6.9;5.0;5.6;66.35;Reprovado;5.8;66.5;2.0;1.0299999999999998;0.98;0.02;0.0;99.0;Alto Risco
477;11;6;4.2;0.2;0.5;58.7;5.1;0.2;0.3;59.6;6.7;0.1;0.3;60.1;5.2;0.3;0.2;77.0;4.9;5.6;7.1;5.7;5.825;63.85;Reprovado;5.866666666666667;59.46666666666667;2.1999999999999997;1.2633333333333328;0.97;0.025;0.005;98.25;Alto Risco
478;14;8;7.9;0.5;0.2;69.0;4.8;0.3;0.5;59.6;7.8;0.7;0.5;72.1;5.7;0.6;0.4;84.5;8.6;5.6;9.0;6.7;7.475;71.3;Reprovado;7.733333333333333;66.89999999999999;0.4000000000000003;3.453333333333334;0.975;0.02;0.005;98.5;Alto Risco
479;11;6;3.7;1.0;0.6;90.1;6.0;0.9;0.6;88.4;3.4;0.7;0.0;52.8;3.5;0.5;0.3;71.1;5.3;7.5;4.1;4.3;5.3;75.6;Recuperação;5.633333333333333;77.10000000000001;-1.2000000000000002;2.9733333333333336;0.125;0.87;0.005;56.0;Risco Moderado
480;14;9;5.5;0.8;0.2;69.6;5.9;0.3;0.4;63.3;3.3;1.0;0.1;98.9;7.7;0.2;0.1;92.7;6.5;6.6000000000000005;4.4;8.0;6.375;81.125;Recuperação;5.833333333333333;77.26666666666667;-2.1;1.5433333333333334;0.12;0.875;0.005;55.75;Risco Moderado
481;14;7;6.1;0.0;0.3;87.5;3.8;1.0;0.4;88.4;7.7;0.0;0.4;79.4;4.9;0.2;0.8;88.6;6.4;5.2;8.1;5.9;6.4;85.975;Recuperação;6.566666666666667;85.10000000000001;1.6999999999999993;2.123333333333332;0.06;0.91;0.03;51.5;Risco Moderado
482;12;8;6.5;0.1;0.9;56.3;5.4;0.5;1.0;60.3;5.6;0.2;0.9;77.8;3.4;0.2;0.9;53.2;7.5;6.9;6.7;4.5;6.4;61.89999999999999;Reprovado;7.033333333333334;64.8;-0.7999999999999998;0.1733333333333332;0.955;0.025;0.02;96.75;Alto Risco
483;11;6;5.8;0.5;0.2;88.6;5.8;0.2;0.4;66.1;6.1;0.9;0.7;82.8;4.9;0.5;0.2;81.1;6.5;6.4;7.7;5.6000000000000005;6.550000000000001;79.65;Recuperação;6.866666666666667;79.16666666666667;1.2000000000000002;0.5233333333333333;0.095;0.79;0.115;49.0;Risco Moderado
484;12;6;3.0;0.9;0.1;61.8;5.9;0.9;0.3;73.3;5.4;0.9;0.1;74.9;6.0;0.3;0.1;61.8;4.0;7.1000000000000005;6.4;6.4;5.975;67.95;Reprovado;5.833333333333333;70.0;2.4000000000000004;2.643333333333334;0.915;0.075;0.01;95.25;Alto Risco
485;11;8;4.6;0.5;0.1;83.9;4.1;0.5;0.2;97.2;3.5;0.7;0.8;51.6;5.6;0.9;0.7;77.9;5.199999999999999;4.8;5.0;7.2;5.55;77.65;Recuperação;5.0;77.56666666666668;-0.1999999999999993;0.0399999999999999;0.15;0.83;0.02;56.5;Risco Moderado
486;12;7;5.6;0.5;0.9;78.3;6.7;0.7;0.5;96.6;6.8;0.8;0.7;80.6;6.5;0.5;0.2;97.8;7.0;7.9;8.299999999999999;7.2;7.6;88.32499999999999;Aprovado;7.733333333333333;85.16666666666666;1.299999999999999;0.4433333333333328;0.02;0.1;0.88;7.0;Baixo Risco
487;13;7;3.4;0.1;0.5;96.5;3.1;1.0;0.8;60.3;6.7;0.1;0.6;85.8;3.3;0.1;0.4;94.0;4.0;4.9;7.399999999999999;3.8;5.025;84.15;Recuperação;5.433333333333333;80.86666666666667;3.3999999999999986;3.1033333333333304;0.15;0.82;0.03;56.0;Risco Moderado
