,prova_b1,prova_b2,prova_b3,trab1_b1,trab1_b2,trab1_b3,trab2_b1,trab2_b2,trab2_b3,freq_b1,freq_b2,freq_b3,idade,serie,media_nota_b1_b3,media_freq_b1_b3,slope_nota,var_nota,resultado_final
315,5.9,3.9,7.1,0.7,0.6,0.3,0.3,0.1,0.5,96.9,70.8,96.9,14,8,6.466666666666666,88.2,0.9999999999999982,2.8633333333333324,1
316,3.5,6.6,4.4,0.9,0.5,0.9,0.6,1.0,0.6,54.3,54.5,56.1,13,8,6.333333333333333,54.96666666666667,0.9000000000000004,2.5433333333333326,0
317,7.4,3.2,4.2,0.6,0.5,0.7,1.0,0.7,1.0,69.3,71.9,60.6,11,6,6.433333333333334,67.26666666666667,-3.0999999999999996,5.503333333333333,0
318,4.3,5.0,6.9,0.4,0.8,0.9,0.8,0.3,0.9,53.6,61.5,51.5,13,6,6.766666666666667,55.53333333333333,3.200000000000001,2.8933333333333358,0
319,3.6,5.6,3.3,0.4,0.3,0.5,0.0,0.6,0.9,60.5,64.6,71.7,12,7,5.066666666666666,65.60000000000001,0.7000000000000002,1.6633333333333322,0
320,7.4,5.9,4.8,0.7,0.3,0.1,0.9,0.1,0.9,61.5,88.6,63.9,14,7,7.033333333333334,71.33333333333333,-3.2,2.963333333333334,0
321,7.8,7.7,5.5,0.0,0.9,0.7,0.8,1.0,0.5,73.5,53.8,93.5,11,8,8.299999999999999,73.60000000000001,-1.8999999999999995,2.169999999999999,0
322,7.3,6.4,5.8,0.6,0.1,0.2,0.8,0.2,0.7,63.4,91.4,80.2,14,8,7.366666666666666,78.33333333333333,-1.9999999999999991,1.3333333333333321,0
323,7.0,5.4,6.6,0.4,0.5,0.4,0.5,0.6,0.9,55.0,71.4,80.7,12,8,7.433333333333334,69.03333333333335,0.0,0.6533333333333337,0
324,6.3,7.0,4.8,0.8,0.9,0.1,0.4,0.2,0.4,58.4,79.8,76.6,12,7,6.966666666666666,71.6,-2.2,2.1733333333333333,0
325,5.8,7.8,6.1,0.1,0.6,0.8,0.3,0.7,1.0,57.4,54.5,54.6,12,9,7.733333333333332,55.5,1.6999999999999993,2.1233333333333335,0
326,3.4,3.1,5.9,0.6,0.5,0.1,0.1,0.8,0.4,98.7,66.9,72.3,13,9,4.966666666666667,79.30000000000001,2.3000000000000007,1.563333333333334,0
327,5.0,7.9,5.7,0.5,0.2,0.9,0.2,0.7,0.6,88.0,54.5,100.0,13,7,7.233333333333333,80.83333333333333,1.5,2.4033333333333315,1
328,4.9,3.4,6.2,0.6,0.3,0.9,0.2,0.6,0.7,98.4,98.1,91.8,14,7,5.933333333333334,96.10000000000001,2.1000000000000005,3.103333333333335,1
329,4.3,7.1,4.3,0.1,0.9,0.5,0.5,0.9,1.0,72.0,90.4,94.7,14,7,6.533333333333334,85.7,0.8999999999999995,4.403333333333333,1
330,6.6,4.4,3.4,0.6,0.6,0.7,0.7,0.1,0.2,63.9,73.0,91.2,11,7,5.766666666666666,76.03333333333335,-3.5999999999999988,3.573333333333331,1
331,5.5,3.7,3.6,0.6,0.5,0.6,0.5,0.3,0.7,89.9,61.2,55.2,11,7,5.333333333333333,68.76666666666667,-1.6999999999999993,1.243333333333333,0
332,3.4,5.2,4.1,0.6,0.1,0.8,0.1,0.2,0.5,66.3,96.7,61.4,14,7,5.0,74.8,1.3000000000000007,0.6100000000000004,1
333,4.1,6.2,5.5,0.6,0.0,0.4,1.0,1.0,0.3,65.0,67.2,50.2,13,8,6.366666666666666,60.79999999999999,0.5000000000000009,0.5833333333333339,0
334,6.4,4.9,7.2,0.7,1.0,0.8,0.9,0.4,0.8,61.6,58.0,65.2,12,8,7.7,61.6,0.8000000000000007,1.63,0
335,3.4,3.3,6.5,0.8,0.4,0.5,0.8,0.7,0.6,56.5,78.2,55.4,14,8,5.666666666666667,63.36666666666667,2.5999999999999996,2.8933333333333326,0
336,7.3,6.0,6.9,0.3,0.6,0.9,1.0,0.7,0.7,62.8,97.2,73.6,11,8,8.133333333333333,77.86666666666666,-0.09999999999999964,0.5233333333333333,2
337,5.5,7.5,4.8,0.8,0.1,0.5,0.5,0.2,0.3,67.8,50.2,83.9,13,7,6.733333333333333,67.3,-1.2000000000000002,1.2133333333333336,0
338,5.4,4.9,5.0,0.5,0.7,0.5,1.0,0.2,0.5,83.7,61.9,93.7,14,9,6.233333333333334,79.76666666666667,-0.9000000000000004,0.3433333333333332,1
339,6.0,4.1,5.0,0.1,0.9,0.8,0.1,0.3,0.6,53.1,96.9,87.5,14,6,5.966666666666666,79.16666666666667,0.20000000000000107,0.34333333333333343,0
340,7.1,5.2,4.0,0.1,0.6,0.8,0.4,0.4,0.4,60.5,58.6,96.9,13,7,6.333333333333333,72.0,-2.3999999999999995,1.4533333333333327,1
341,4.7,3.2,3.3,0.3,0.1,0.6,0.2,0.2,0.2,90.5,55.7,52.7,14,6,4.266666666666667,66.3,-1.1000000000000005,0.7433333333333332,0
342,6.4,7.1,6.0,0.8,0.6,0.2,0.2,0.0,1.0,57.3,78.5,50.6,13,9,7.433333333333334,62.13333333333333,-0.20000000000000018,0.06333333333333309,0
343,5.8,7.1,7.9,0.7,0.8,0.5,0.1,0.9,0.5,67.1,93.1,83.1,12,8,8.1,81.1,2.3000000000000007,1.69,0
344,4.3,5.9,3.8,0.8,0.4,1.0,0.6,1.0,0.7,93.2,73.9,64.5,13,9,6.166666666666667,77.2,-0.1999999999999993,0.9733333333333345,0
345,7.4,4.8,3.2,0.5,0.9,0.8,0.8,0.3,0.4,57.7,99.7,62.7,13,7,6.366666666666667,73.36666666666667,-4.300000000000001,4.723333333333335,1
346,7.0,7.0,6.9,0.4,0.6,0.8,0.6,0.3,0.4,54.1,84.0,66.5,13,8,8.0,68.2,0.09999999999999964,0.010000000000000106,2
347,6.3,5.8,4.3,0.1,0.9,0.0,0.1,0.0,0.4,74.2,53.7,63.5,14,7,5.966666666666666,63.800000000000004,-1.799999999999999,1.213333333333333,0
348,7.3,7.1,7.1,0.3,0.6,0.5,0.8,0.7,0.4,65.1,99.6,75.6,14,8,8.266666666666666,80.1,-0.40000000000000036,0.05333333333333319,2
349,7.3,6.2,6.5,0.4,0.1,0.6,0.6,0.8,0.5,78.2,70.4,72.0,13,6,7.666666666666667,73.53333333333335,-0.7000000000000011,0.363333333333334,1
350,6.5,6.9,7.7,0.1,0.3,0.8,0.4,0.1,0.5,90.2,64.4,75.6,14,6,7.766666666666667,76.73333333333333,2.0,1.1633333333333336,0
351,7.2,6.0,5.0,0.2,0.2,0.0,0.7,0.2,0.5,56.9,77.9,83.6,11,6,6.666666666666667,72.8,-2.5999999999999996,1.7433333333333327,0
352,6.5,5.1,6.3,0.6,0.9,0.9,0.3,0.8,0.1,79.0,65.2,69.4,11,9,7.166666666666667,71.2,-0.09999999999999876,0.10333333333333304,0
353,6.4,7.8,5.3,0.7,0.8,0.5,0.3,0.6,0.5,75.3,54.3,62.6,14,7,7.633333333333334,64.06666666666666,-1.1000000000000005,2.1433333333333326,0
354,6.1,5.7,6.2,1.0,0.7,0.2,0.9,0.0,0.2,57.2,50.1,58.3,14,9,7.0,55.20000000000001,-1.3999999999999995,0.7599999999999996,0
355,6.8,6.0,5.2,0.9,0.3,0.3,0.3,0.6,0.1,81.2,72.5,67.5,13,6,6.833333333333333,73.73333333333333,-2.4000000000000004,1.4433333333333338,0
356,3.8,4.1,3.9,0.6,0.2,0.3,0.5,0.3,0.9,63.7,91.8,87.1,12,7,4.866666666666667,80.86666666666666,0.20000000000000018,0.06333333333333356,1
357,7.4,6.1,5.5,0.4,0.8,0.5,0.9,0.4,0.6,74.4,78.6,87.8,14,6,7.533333333333334,80.26666666666667,-2.1000000000000014,1.1433333333333349,0
358,7.4,5.9,5.6,0.6,0.5,0.1,0.7,0.8,0.7,54.1,100.0,83.3,11,9,7.433333333333333,79.13333333333333,-2.299999999999999,1.363333333333332,1
359,3.1,3.9,7.1,0.8,0.2,0.2,0.1,0.8,0.4,73.0,64.3,61.7,13,9,5.533333333333334,66.33333333333333,3.7,3.7233333333333336,0
360,7.1,3.3,6.7,0.1,0.6,0.8,0.1,0.4,0.9,65.3,64.0,79.4,14,9,6.666666666666667,69.56666666666668,1.1000000000000014,4.503333333333334,0
361,3.6,6.0,6.3,0.4,0.0,0.1,0.0,0.9,0.6,91.1,58.0,78.5,11,6,5.966666666666666,75.86666666666666,2.999999999999999,2.903333333333333,1
362,4.7,6.8,3.6,0.8,0.3,0.2,0.6,0.4,0.8,52.8,58.2,74.2,11,7,6.066666666666666,61.73333333333333,-1.4999999999999991,2.1033333333333326,0
363,6.7,5.6,6.6,0.4,0.5,0.5,0.4,0.8,0.4,70.9,64.3,77.5,12,7,7.300000000000001,70.89999999999999,-8.881784197001252e-16,0.12000000000000002,0
364,3.8,4.1,5.5,0.6,0.1,0.5,0.1,0.5,1.0,72.9,89.6,74.6,13,6,5.3999999999999995,79.03333333333333,2.500000000000001,1.9300000000000015,1
365,7.1,6.3,7.5,0.6,1.0,0.8,1.0,0.9,0.8,86.3,95.3,78.3,13,7,8.666666666666666,86.63333333333333,0.40000000000000036,0.20333333333333348,2
366,7.2,3.4,7.6,0.2,0.2,0.4,0.5,0.9,0.9,78.7,98.8,85.8,12,6,7.1000000000000005,87.76666666666667,1.0,5.32,2
367,5.5,5.2,3.3,0.4,0.1,0.8,0.2,0.1,0.2,83.4,61.6,55.5,12,7,5.266666666666667,66.83333333333333,-1.8000000000000007,0.8233333333333339,0
368,3.0,3.8,7.1,0.3,0.2,0.6,0.5,0.9,0.3,88.9,94.1,87.5,13,8,5.566666666666666,90.16666666666667,4.199999999999999,4.743333333333331,1
369,4.4,3.9,3.2,0.0,0.8,0.1,0.7,0.8,0.3,93.1,66.4,56.8,13,8,4.733333333333333,72.10000000000001,-1.5000000000000004,1.0033333333333334,1
370,6.1,4.0,4.8,0.0,0.4,0.2,0.1,0.8,0.3,65.7,55.6,53.3,14,9,5.566666666666666,58.20000000000001,-0.8999999999999995,0.3033333333333329,0
371,7.9,4.9,5.7,0.8,0.6,0.4,0.3,0.2,0.9,76.9,93.5,98.8,14,8,7.233333333333334,89.73333333333333,-2.000000000000001,2.763333333333336,2
372,6.2,3.3,3.7,0.3,0.0,0.4,0.8,0.8,0.0,92.0,81.8,97.8,12,8,5.166666666666667,90.53333333333335,-3.1999999999999993,3.4133333333333327,1
373,4.3,5.0,6.7,0.5,0.0,0.7,0.5,0.9,0.1,99.5,58.2,53.0,14,8,6.233333333333333,70.23333333333333,2.2,1.2933333333333334,1
374,6.2,5.6,3.0,0.3,0.4,0.6,0.5,0.3,0.3,94.5,71.5,72.2,11,6,5.733333333333333,79.39999999999999,-3.1,2.6433333333333335,0
375,5.7,5.4,3.8,0.9,0.8,0.4,0.4,1.0,0.2,68.6,64.4,59.3,14,8,6.2,64.10000000000001,-2.6000000000000005,2.4400000000000004,0
376,6.9,4.9,5.9,0.3,0.9,0.2,0.0,0.0,0.2,59.8,86.8,74.3,14,8,6.433333333333334,73.63333333333333,-0.8999999999999995,0.503333333333333,1
377,3.5,7.2,6.6,0.4,0.1,0.2,0.2,0.1,0.8,74.5,72.7,91.5,11,9,6.366666666666666,79.56666666666666,3.5,3.8633333333333324,1
378,6.8,3.7,7.6,0.9,0.5,0.6,0.4,0.5,0.6,87.1,99.5,97.5,12,8,7.2,94.7,0.6999999999999993,4.809999999999997,2
379,5.7,5.5,6.5,0.8,0.9,0.4,0.2,0.6,0.0,74.6,52.7,81.7,11,8,6.866666666666667,69.66666666666667,0.20000000000000018,0.023333333333333317,0
380,7.8,3.3,6.4,0.2,0.4,0.5,0.0,0.6,0.4,74.2,67.8,67.7,14,7,6.533333333333334,69.89999999999999,-0.6999999999999993,3.863333333333334,0
381,4.7,3.4,5.0,0.8,0.8,0.2,0.8,0.0,0.4,91.9,74.1,80.2,12,9,5.366666666666667,82.06666666666666,-0.6999999999999993,1.143333333333333,0
382,6.2,5.9,3.0,0.5,0.1,0.7,1.0,1.0,0.1,68.1,75.2,65.6,14,9,6.166666666666667,69.63333333333334,-3.9000000000000004,4.323333333333334,0
383,7.7,5.8,3.6,0.5,0.9,0.9,0.8,0.0,0.7,93.0,65.8,95.5,11,9,6.966666666666666,84.76666666666667,-3.8,3.663333333333333,2
384,3.5,7.4,5.7,0.1,0.8,0.3,0.9,0.1,0.7,70.3,86.5,93.5,11,9,6.5,83.43333333333334,2.2,3.640000000000001,1
385,7.7,5.8,6.4,0.1,0.9,0.5,0.2,0.0,0.7,66.4,93.7,77.9,14,9,7.433333333333333,79.33333333333334,-0.40000000000000036,0.44333333333333313,1
386,6.4,7.8,5.1,0.7,0.7,1.0,1.0,0.6,0.7,72.7,96.9,66.2,13,9,8.000000000000002,78.60000000000001,-1.3000000000000016,1.33,0
387,3.3,3.2,6.7,0.5,0.4,0.3,0.2,0.9,0.0,88.1,90.3,64.7,13,6,5.166666666666667,81.03333333333332,3.0,2.583333333333333,0
388,4.5,3.5,5.6,0.4,0.9,0.6,1.0,0.7,1.0,56.3,92.5,51.7,11,8,6.066666666666666,66.83333333333333,1.299999999999999,1.123333333333332,0
389,6.5,3.2,3.4,0.7,0.3,0.1,1.0,0.8,0.8,59.8,77.5,90.8,11,9,5.6000000000000005,76.03333333333335,-3.8999999999999995,5.0699999999999985,1
390,3.3,3.9,4.0,0.8,0.3,0.6,0.7,0.0,0.9,97.6,91.3,72.5,13,8,4.833333333333333,87.13333333333333,0.7000000000000002,0.42333333333333323,1
391,5.9,5.7,7.2,0.2,0.7,0.1,1.0,0.5,0.0,58.8,65.2,66.3,13,8,7.1000000000000005,63.43333333333334,0.1999999999999993,0.0399999999999999,0
392,4.7,6.2,6.6,0.6,0.8,1.0,0.6,0.5,0.9,78.4,69.9,73.6,14,6,7.3,73.96666666666667,2.5999999999999996,1.7199999999999993,0
393,6.1,3.2,7.5,0.1,0.9,0.7,0.3,0.5,0.8,79.0,65.8,90.9,14,9,6.7,78.56666666666668,2.500000000000001,4.869999999999999,1
394,3.2,7.7,3.6,0.8,0.2,0.8,0.4,0.1,0.8,74.5,73.4,56.2,13,7,5.866666666666667,68.03333333333335,0.7999999999999998,3.573333333333333,0
395,7.4,7.2,8.0,0.7,0.8,0.7,0.6,0.7,0.1,82.2,64.3,92.9,14,6,8.733333333333333,79.8,0.09999999999999964,0.0033333333333333097,2
396,7.9,4.5,4.0,1.0,0.7,0.6,0.1,0.5,0.7,61.5,98.1,94.9,14,7,6.666666666666667,84.83333333333333,-3.7,4.123333333333333,1
397,7.8,3.4,3.1,0.1,0.1,0.4,0.6,0.8,1.0,77.6,65.6,97.3,12,8,5.766666666666667,80.16666666666667,-4.0,5.613333333333334,1
398,6.7,3.8,8.0,0.1,0.4,0.9,1.0,0.5,0.7,68.6,54.9,69.9,14,8,7.366666666666667,64.46666666666667,1.7999999999999998,6.143333333333332,0
399,3.7,3.6,4.4,0.3,0.3,1.0,0.2,0.1,0.6,83.1,76.3,60.9,11,6,4.733333333333333,73.43333333333332,1.7999999999999998,1.2133333333333334,0
400,6.8,3.6,6.3,0.3,0.3,0.5,0.8,0.6,0.9,57.1,52.9,68.7,14,6,6.699999999999999,59.56666666666666,-0.1999999999999984,3.639999999999999,0
401,3.1,5.6,3.9,0.2,1.0,0.9,0.9,0.2,0.4,78.5,55.5,66.6,14,7,5.3999999999999995,66.86666666666666,1.0,1.7199999999999995,0
402,3.1,4.2,5.9,0.9,0.6,0.6,0.9,0.9,0.6,59.3,61.0,58.8,13,9,5.900000000000001,59.699999999999996,2.1999999999999993,1.2399999999999993,0
403,4.6,4.8,7.5,0.2,0.7,0.5,1.0,0.6,0.5,63.9,73.2,80.4,11,7,6.8,72.5,2.7,2.1900000000000004,2
404,5.4,7.9,4.6,0.3,1.0,0.5,0.5,0.2,0.9,60.9,71.7,73.8,14,6,7.1000000000000005,68.8,-0.20000000000000018,3.009999999999999,0
405,6.9,6.4,6.4,0.8,0.4,0.2,1.0,1.0,0.1,59.1,90.0,93.3,14,7,7.733333333333333,80.8,-1.9999999999999991,1.0033333333333325,1
406,6.4,7.7,3.9,0.4,0.8,0.0,0.8,0.5,0.5,91.3,87.0,51.6,12,6,7.0,76.63333333333334,-3.1999999999999993,5.559999999999999,1
407,5.2,3.7,6.1,0.8,0.4,0.2,0.2,0.1,0.7,64.3,71.3,82.2,14,7,5.8,72.60000000000001,0.7999999999999998,2.0799999999999996,1
408,4.4,4.9,4.7,0.1,0.9,0.5,0.5,0.6,0.8,96.4,66.7,88.1,14,6,5.8,83.73333333333333,1.0,0.5200000000000002,1
409,8.0,5.8,4.1,0.5,0.2,0.4,0.7,0.3,0.6,98.5,65.8,88.0,12,6,6.866666666666667,84.10000000000001,-4.1,4.4433333333333325,2
410,5.1,3.4,4.6,0.0,0.9,0.4,0.2,0.8,0.9,78.6,88.7,94.3,13,6,5.433333333333333,87.2,0.6000000000000005,0.17333333333333362,1
411,5.3,3.0,3.9,0.1,0.2,1.0,0.6,0.8,0.9,57.2,52.6,86.5,14,9,5.266666666666667,65.43333333333334,-0.1999999999999984,1.2133333333333332,0
412,3.8,6.4,7.5,0.9,0.3,0.4,0.7,1.0,0.1,68.7,50.6,96.4,12,7,7.033333333333334,71.9,2.5999999999999996,2.023333333333333,0
413,7.0,6.2,5.0,0.1,0.8,0.5,0.2,0.5,0.4,89.9,89.8,66.6,11,7,6.900000000000001,82.1,-1.3999999999999995,0.7599999999999996,2
414,6.5,5.1,4.2,0.5,0.4,0.1,0.6,0.5,0.0,68.4,73.9,75.2,13,7,5.966666666666666,72.5,-3.3,2.723333333333333,0
415,4.1,5.4,5.2,0.4,0.6,0.0,0.8,0.8,0.3,54.4,56.5,50.7,11,6,5.866666666666667,53.866666666666674,0.20000000000000018,0.6633333333333333,0
416,3.4,5.1,4.6,0.3,0.4,0.8,0.5,0.1,0.5,77.8,61.8,50.3,11,7,5.233333333333333,63.29999999999999,1.700000000000001,0.8233333333333341,0
417,6.4,3.1,6.7,0.9,0.7,0.6,0.0,0.5,0.9,92.3,96.6,62.0,12,7,6.6000000000000005,83.63333333333333,0.8999999999999986,4.17,1
418,6.3,4.7,7.9,0.0,0.2,0.8,0.0,0.5,0.8,89.8,93.0,55.0,14,6,7.066666666666667,79.26666666666667,3.200000000000002,4.643333333333337,1
419,4.4,3.9,5.2,0.7,0.1,0.1,0.4,0.1,0.1,58.8,85.5,63.0,12,8,5.000000000000001,69.10000000000001,-0.10000000000000053,0.610000000000001,0
420,7.8,3.5,7.3,1.0,0.3,0.6,0.9,0.4,0.1,83.6,74.1,58.9,12,6,7.3,72.2,-1.7000000000000002,7.929999999999996,0
421,3.8,7.8,5.8,0.6,0.5,0.3,0.2,0.9,0.6,61.0,76.0,51.4,12,7,6.833333333333333,62.800000000000004,2.0999999999999996,5.303333333333332,0
422,5.2,6.0,3.8,0.9,0.2,0.2,0.6,0.9,0.5,60.9,98.8,95.5,12,6,6.1000000000000005,85.06666666666666,-2.2,1.9600000000000009,1
423,7.7,6.6,6.5,0.1,0.4,0.0,0.2,0.1,0.3,93.7,98.3,50.4,13,8,7.3,80.8,-1.2000000000000002,0.3900000000000002,1
424,5.1,4.6,5.6,0.4,0.4,0.1,0.3,0.1,0.9,62.5,60.8,86.8,14,6,5.833333333333333,70.03333333333333,0.7999999999999998,0.5633333333333334,0
425,6.2,5.0,6.3,0.3,0.1,0.3,0.8,0.3,0.9,63.2,90.6,57.6,11,7,6.733333333333333,70.46666666666667,0.20000000000000018,1.3433333333333328,0
426,5.0,4.2,7.4,0.7,0.6,0.1,0.7,0.9,0.4,50.0,59.9,95.6,11,8,6.666666666666667,68.5,1.5,1.2633333333333336,0
427,4.4,3.5,5.2,1.0,0.9,1.0,0.1,0.1,0.9,93.5,60.7,94.6,14,9,5.7,82.93333333333332,1.6000000000000005,1.7200000000000006,1
428,7.9,3.9,7.5,0.3,0.2,0.3,0.4,0.7,0.4,89.6,83.8,82.7,11,7,7.2,85.36666666666666,-0.40000000000000213,4.360000000000001,2
429,5.0,7.0,6.8,0.7,0.6,0.1,0.0,0.1,0.7,81.4,70.3,83.6,14,8,7.0,78.43333333333332,1.8999999999999995,1.269999999999999,0
430,7.5,6.4,5.4,0.2,0.7,0.2,0.5,0.6,0.5,87.5,96.6,50.3,11,8,7.333333333333333,78.13333333333333,-2.0999999999999988,1.2033333333333323,0
431,4.1,5.7,6.0,0.6,0.4,0.6,0.7,0.4,0.1,57.6,54.5,99.2,12,9,6.2,70.43333333333334,1.299999999999999,0.4899999999999996,0
432,4.1,5.4,4.6,0.5,0.7,0.1,0.1,0.8,0.9,72.9,75.6,93.9,11,6,5.733333333333333,80.8,0.9000000000000004,1.2233333333333345,1
433,3.2,7.6,7.9,1.0,0.4,0.9,0.3,0.2,0.5,67.6,95.9,94.8,14,6,7.333333333333333,86.10000000000001,4.800000000000001,6.323333333333334,1
434,6.3,3.4,6.3,0.6,0.5,1.0,0.4,0.6,0.7,54.7,95.2,83.0,14,7,6.6000000000000005,77.63333333333334,0.7000000000000002,3.4299999999999997,1
435,4.8,4.4,3.2,0.3,0.0,0.2,0.9,0.2,0.4,74.3,57.8,67.2,14,9,4.800000000000001,66.43333333333334,-2.2,1.2400000000000002,0
436,7.3,4.7,4.6,0.1,0.7,0.5,1.0,0.7,0.0,96.0,68.3,94.7,14,6,6.533333333333334,86.33333333333333,-3.299999999999999,2.8633333333333306,1
437,5.4,6.9,6.1,0.2,0.7,0.0,0.0,0.9,0.1,52.0,81.0,64.6,14,9,6.766666666666667,65.86666666666666,0.5999999999999988,2.343333333333333,0
438,7.8,8.0,3.3,0.2,0.0,0.6,0.8,0.1,0.5,64.6,58.0,78.1,13,6,7.099999999999999,66.89999999999999,-4.4,5.59,0
439,3.9,4.2,3.1,0.3,0.4,0.4,0.4,0.9,0.7,60.4,98.4,55.0,13,8,4.766666666666667,71.26666666666667,-0.40000000000000036,0.4433333333333338,1
440,7.3,7.4,5.3,0.9,1.0,0.3,0.4,0.6,0.3,61.9,95.7,96.1,11,6,7.833333333333333,84.56666666666666,-2.6999999999999993,2.8433333333333324,2
441,6.9,7.2,4.7,0.6,0.4,0.2,0.8,0.1,0.7,95.4,58.3,57.0,14,9,7.2,70.23333333333333,-2.7,2.01,0
442,6.9,4.1,5.2,0.5,0.5,0.7,0.9,0.4,0.7,73.4,56.1,61.2,11,8,6.633333333333334,63.56666666666666,-1.7000000000000002,2.7233333333333345,0
443,7.2,5.0,4.3,0.1,0.9,0.4,1.0,0.2,0.7,73.3,54.3,77.9,14,8,6.600000000000001,68.5,-2.9000000000000004,2.2900000000000005,0
444,6.8,5.0,3.8,0.9,0.7,0.2,0.6,0.7,0.5,88.0,95.5,88.2,14,8,6.400000000000001,90.56666666666666,-3.8000000000000007,3.610000000000001,1
445,6.1,7.9,6.4,0.7,0.6,0.7,0.4,0.8,0.9,57.7,59.7,81.0,13,9,8.166666666666666,66.13333333333334,0.7999999999999998,1.123333333333334,0
446,3.7,3.9,5.6,0.1,0.8,0.6,0.8,0.1,0.5,74.4,70.8,61.6,13,7,5.366666666666667,68.93333333333332,2.0999999999999988,1.343333333333332,0
447,3.2,7.0,4.0,0.7,0.9,0.9,0.3,0.5,0.5,71.5,72.4,50.0,12,7,6.0,64.63333333333334,1.2000000000000002,4.68,0
448,7.6,4.7,4.6,0.5,0.5,0.1,0.6,0.8,0.2,79.8,80.0,87.9,13,7,6.533333333333334,82.56666666666668,-3.799999999999999,3.8233333333333315,2
449,6.1,6.7,6.0,0.1,0.5,0.8,0.4,0.9,0.3,100.0,53.6,99.3,12,9,7.266666666666666,84.3,0.5,0.5833333333333334,1
450,7.0,5.1,3.4,0.5,0.4,0.7,0.7,0.5,0.0,88.5,61.3,90.5,12,8,6.099999999999999,80.10000000000001,-4.1,4.209999999999999,1
451,5.4,5.9,3.7,0.5,1.0,0.1,0.2,1.0,0.6,69.9,96.6,73.0,12,7,6.133333333333333,79.83333333333333,-1.7000000000000002,3.0633333333333335,1
452,3.6,7.2,3.4,0.2,0.7,0.7,0.2,0.5,0.2,91.4,95.4,95.2,12,9,5.566666666666666,94.0,0.2999999999999998,6.043333333333334,1
453,3.6,7.0,7.1,0.9,0.1,0.4,0.9,0.4,0.3,58.5,89.1,70.5,12,7,6.8999999999999995,72.7,2.3999999999999995,1.7099999999999993,0
454,6.4,7.3,6.8,0.8,0.9,0.9,0.1,0.8,0.8,51.5,51.0,76.2,11,6,8.266666666666667,59.56666666666666,1.2000000000000002,0.7633333333333335,0
455,5.2,3.3,6.8,0.7,0.5,0.1,0.5,0.5,0.3,60.2,66.4,73.9,13,7,5.966666666666666,66.83333333333333,0.7999999999999989,2.243333333333333,0
456,4.0,6.5,6.6,0.5,0.1,0.6,0.2,0.5,0.2,67.0,81.4,72.4,12,7,6.3999999999999995,73.60000000000001,2.6999999999999984,2.1899999999999977,0
457,5.5,3.7,6.3,0.4,0.5,0.4,0.0,0.5,0.2,75.5,63.8,88.8,14,8,5.833333333333333,76.03333333333335,1.0,1.2133333333333334,0
458,3.3,5.1,5.4,0.7,0.4,1.0,0.0,0.8,0.8,80.8,95.5,76.3,13,9,5.833333333333333,84.2,3.2,2.7233333333333336,1
459,5.9,5.7,6.2,0.5,0.9,0.3,0.2,0.8,0.1,95.5,81.7,65.8,13,8,6.866666666666667,81.0,-8.881784197001252e-16,0.21333333333333349,1
460,4.3,5.0,3.2,0.1,0.2,1.0,0.9,0.4,0.5,75.5,53.6,62.9,12,8,5.2,64.0,-0.5999999999999996,0.2100000000000001,0
461,7.0,5.6,6.1,0.5,0.8,0.9,0.3,0.3,0.5,75.1,95.5,51.9,11,8,7.333333333333333,74.16666666666667,-0.2999999999999998,0.3233333333333337,0
462,4.6,8.0,6.9,0.8,0.6,0.3,1.0,0.5,0.7,52.5,97.9,79.2,12,8,7.8,76.53333333333335,1.5,1.829999999999999,2
463,5.3,3.7,5.5,0.5,0.1,0.8,0.6,0.6,0.6,51.7,53.9,61.5,11,8,5.900000000000001,55.699999999999996,0.5,1.75,0
464,3.1,6.4,4.8,0.1,1.0,1.0,0.4,0.2,0.8,77.6,76.6,57.4,14,7,5.933333333333333,70.53333333333333,2.9999999999999996,4.333333333333332,0
465,3.4,5.0,4.4,0.8,0.5,0.3,0.6,0.8,0.0,71.9,65.2,82.7,13,8,5.266666666666667,73.26666666666667,-0.09999999999999964,0.8033333333333331,1
466,5.0,3.7,6.2,0.2,0.3,0.4,0.5,0.5,0.3,92.0,69.6,84.1,14,8,5.7,81.89999999999999,1.2000000000000002,1.4400000000000004,0
467,5.4,3.8,6.5,0.3,0.5,0.5,0.8,0.3,0.3,58.0,59.0,87.6,11,9,6.133333333333333,68.2,0.7999999999999998,1.9233333333333338,0
468,6.0,7.7,7.4,0.2,0.9,0.3,0.3,0.1,0.1,51.2,78.9,75.2,11,6,7.666666666666667,68.43333333333334,1.2999999999999998,1.2233333333333325,2
469,4.5,7.4,4.7,0.3,0.3,0.0,0.4,0.2,0.3,72.5,97.9,94.7,14,7,6.033333333333334,88.36666666666667,-0.20000000000000018,2.623333333333334,1
470,6.5,7.5,6.8,0.8,0.2,0.2,0.9,0.9,0.3,61.9,75.2,96.8,11,7,8.033333333333333,77.96666666666665,-0.8999999999999995,0.44333333333333313,0
471,7.3,8.0,5.8,0.5,0.1,0.3,0.9,0.3,0.5,52.5,54.1,90.4,14,7,7.900000000000001,65.66666666666667,-2.0999999999999996,1.29,0
472,6.9,4.0,7.4,0.2,0.3,0.4,0.9,0.2,0.7,86.2,81.0,81.8,13,8,7.0,83.0,0.5,4.75,1
473,3.2,4.8,5.6,0.9,0.8,0.2,0.4,0.5,0.4,55.6,67.0,65.2,14,8,5.6000000000000005,62.6,1.6999999999999993,0.909999999999999,0
