id_aluno,idade,serie,prova_b1,trab1_b1,trab2_b1,freq_b1,prova_b2,trab1_b2,trab2_b2,freq_b2,prova_b3,trab1_b3,trab2_b3,freq_b3,prova_b4,trab1_b4,trab2_b4,freq_b4,nota_b1,nota_b2,nota_b3,nota_b4,nota_final,frequencia_final,resultado_final
256,13,6,4.8,0.3,0.4,58.4,6.3,0.7,0.8,70.9,8.0,0.9,1.0,74.1,7.7,0.1,0.6,79.3,5.5,7.8,9.9,8.4,7.9,70.675,Reprovado
257,13,9,6.8,0.8,0.8,75.0,8.0,0.4,0.1,62.6,6.0,0.3,0.9,53.9,5.2,0.4,0.3,63.7,8.4,8.5,7.2,5.9,7.5,63.8,Reprovado
258,12,8,5.0,0.5,0.9,84.5,5.3,0.3,0.0,66.0,5.0,1.0,0.2,78.0,5.7,0.3,0.6,51.6,6.4,5.6,6.2,6.6,6.199999999999999,70.025,Reprovado
259,14,7,5.4,0.8,0.2,84.9,4.8,0.6,0.0,56.7,4.1,0.6,0.2,66.6,5.2,0.9,0.5,91.0,6.4,5.3999999999999995,4.8999999999999995,6.6000000000000005,5.825,74.80000000000001,Reprovado
260,13,9,6.1,0.7,0.7,82.4,5.0,0.3,0.6,64.8,4.3,0.8,0.2,57.7,5.8,0.9,0.8,63.8,7.5,5.8999999999999995,5.3,7.5,6.55,67.175,Reprovado
261,11,6,7.4,0.8,0.5,63.8,3.6,0.9,0.5,78.6,5.4,0.1,0.9,92.5,5.4,0.2,1.0,89.8,8.700000000000001,5.0,6.4,6.6000000000000005,6.675000000000001,81.175,Recuperação
262,12,6,7.9,0.7,0.9,57.8,7.4,0.9,0.5,72.1,4.8,0.2,0.9,76.1,3.2,0.1,0.4,64.4,9.5,8.8,5.9,3.7,6.9750000000000005,67.6,Reprovado
263,11,8,6.8,0.2,0.2,81.8,5.1,0.5,0.0,67.3,7.6,0.8,0.8,96.7,7.4,0.6,0.8,59.7,7.2,5.6,9.200000000000001,8.8,7.7,76.375,Aprovado
264,11,6,5.1,0.5,0.7,80.0,4.9,0.3,0.4,87.3,4.8,0.0,0.4,90.3,5.2,0.3,0.1,98.7,6.3,5.6000000000000005,5.2,5.6,5.675000000000001,89.075,Recuperação
265,13,7,5.1,1.0,0.6,59.0,6.3,0.7,0.7,94.7,4.9,0.8,0.5,84.6,5.9,0.7,0.8,68.1,6.699999999999999,7.7,6.2,7.4,7.0,76.6,Aprovado
266,12,8,6.7,0.9,0.3,85.3,5.2,0.0,0.4,87.8,4.9,0.0,0.5,50.3,3.7,0.0,0.4,80.1,7.9,5.6000000000000005,5.4,4.1000000000000005,5.75,75.875,Recuperação
267,14,6,4.2,0.0,0.1,72.8,6.2,0.5,0.7,66.6,7.2,0.7,0.3,71.4,3.0,0.1,0.0,80.5,4.3,7.4,8.200000000000001,3.1,5.75,72.82499999999999,Reprovado
268,14,8,3.6,0.2,0.7,83.4,3.3,0.3,0.2,87.2,6.3,0.4,0.5,59.9,4.2,0.7,0.4,78.0,4.5,3.8,7.2,5.300000000000001,5.2,77.125,Recuperação
269,13,6,4.8,0.1,0.7,91.9,7.1,0.9,0.8,57.6,6.1,0.6,0.0,95.5,6.5,0.2,0.6,95.7,5.6,8.8,6.699999999999999,7.3,7.1000000000000005,85.175,Aprovado
270,13,6,4.4,0.7,0.3,58.5,7.7,0.0,0.6,56.5,4.7,0.7,0.1,58.7,3.5,0.9,0.1,83.7,5.4,8.3,5.5,4.5,5.925000000000001,64.35,Reprovado
271,12,6,4.5,0.8,0.6,51.0,6.2,0.6,0.2,67.3,7.1,0.3,0.9,64.3,7.5,0.1,0.9,70.2,5.8999999999999995,7.0,8.299999999999999,8.5,7.424999999999999,63.2,Reprovado
272,14,7,4.2,0.2,0.4,89.0,7.8,0.7,0.2,90.4,3.2,0.1,0.8,75.8,4.1,0.2,0.1,93.1,4.800000000000001,8.7,4.1000000000000005,4.3999999999999995,5.5,87.07499999999999,Recuperação
273,14,7,3.2,0.5,0.7,80.5,3.8,0.5,0.6,62.3,7.4,0.1,0.4,63.2,4.0,1.0,0.9,59.1,4.4,4.8999999999999995,7.9,5.9,5.775,66.275,Reprovado
274,14,8,3.1,0.8,0.2,85.0,5.4,0.1,0.8,53.2,5.6,0.6,0.5,60.5,3.9,0.4,0.7,77.2,4.1000000000000005,6.3,6.699999999999999,5.0,5.525,68.975,Reprovado
275,11,6,7.9,0.7,0.9,91.9,6.0,1.0,0.4,56.6,5.0,0.5,0.4,80.0,3.1,0.7,0.3,97.5,9.5,7.4,5.9,4.1,6.725,81.5,Recuperação
276,14,6,5.1,0.5,0.3,90.1,5.9,0.5,0.3,92.9,5.5,0.7,0.7,54.4,6.9,0.2,0.4,81.3,5.8999999999999995,6.7,6.9,7.500000000000001,6.75,79.675,Recuperação
277,11,7,4.9,0.6,0.4,98.0,5.0,0.6,0.9,81.7,6.3,0.5,0.8,52.9,7.4,0.6,0.7,90.8,5.9,6.5,7.6,8.7,7.175,80.85,Aprovado
278,12,6,6.4,0.5,0.1,76.8,4.7,0.2,0.7,62.7,3.1,0.4,0.8,68.6,6.1,0.7,0.6,82.7,7.0,5.6000000000000005,4.3,7.3999999999999995,6.075,72.7,Reprovado
279,11,7,4.1,0.3,0.1,74.4,3.6,0.5,0.4,77.8,7.4,0.4,0.7,86.0,3.9,0.3,0.7,92.0,4.499999999999999,4.5,8.5,4.9,5.6,82.55,Recuperação
280,12,6,7.7,0.6,0.5,70.1,5.0,0.4,0.5,76.4,5.2,0.0,0.2,77.7,4.4,0.8,0.4,97.2,8.8,5.9,5.4,5.6000000000000005,6.425000000000001,80.35,Recuperação
281,14,8,6.9,0.7,0.3,57.7,3.8,0.1,0.2,82.8,4.7,0.3,0.3,71.1,5.4,0.6,0.5,63.6,7.9,4.1,5.3,6.5,5.95,68.8,Reprovado
282,14,6,3.4,0.9,0.8,78.6,6.7,0.1,0.6,61.7,3.7,1.0,0.5,78.3,7.8,0.4,1.0,58.5,5.1,7.3999999999999995,5.2,9.2,6.725,69.275,Reprovado
283,12,6,5.1,0.6,0.0,63.9,4.0,0.8,0.4,93.2,5.2,0.9,0.3,68.3,4.2,0.6,0.2,74.2,5.699999999999999,5.2,6.4,5.0,5.574999999999999,74.89999999999999,Reprovado
284,13,9,7.4,0.8,0.4,96.1,3.3,0.2,1.0,65.5,5.5,0.3,0.8,96.8,6.7,0.6,0.4,85.1,8.600000000000001,4.5,6.6,7.7,6.8500000000000005,85.875,Recuperação
285,12,7,7.7,0.2,0.3,79.2,5.8,0.2,0.5,84.7,5.0,0.6,0.3,52.7,5.2,0.2,0.3,61.4,8.200000000000001,6.5,5.8999999999999995,5.7,6.575,69.5,Reprovado
286,13,6,5.3,0.5,0.0,79.6,6.0,0.5,0.5,50.8,6.4,0.8,0.1,83.7,4.5,0.4,0.8,50.2,5.8,7.0,7.3,5.7,6.45,66.07499999999999,Reprovado
287,11,6,6.1,0.0,0.1,67.7,7.4,0.8,0.6,68.6,5.1,0.4,0.4,94.6,5.3,0.3,0.8,67.1,6.199999999999999,8.8,5.9,6.3999999999999995,6.824999999999999,74.5,Reprovado
288,11,9,3.8,0.2,0.4,52.6,5.9,0.1,0.9,67.6,7.8,0.0,1.0,90.2,3.4,0.4,0.3,98.4,4.4,6.9,8.8,4.1,6.050000000000001,77.19999999999999,Recuperação
289,11,9,8.0,0.7,0.5,51.6,4.7,0.6,0.8,77.2,6.0,0.1,0.2,59.2,7.0,0.8,0.1,84.7,9.2,6.1,6.3,7.8999999999999995,7.374999999999999,68.175,Reprovado
290,14,7,4.2,1.0,0.4,71.2,7.0,0.1,0.5,53.6,7.0,0.5,0.6,64.8,4.2,0.5,0.0,70.1,5.6000000000000005,7.6,8.1,4.7,6.499999999999999,64.92500000000001,Reprovado
291,11,9,7.7,0.1,0.5,54.2,5.7,0.0,0.7,89.5,3.5,1.0,0.4,85.9,6.6,0.9,0.4,59.6,8.3,6.4,4.9,7.9,6.875,72.3,Reprovado
292,13,8,6.2,0.4,0.6,80.3,3.4,0.1,0.6,60.9,5.0,0.7,0.1,54.2,3.3,0.3,0.4,67.8,7.2,4.1,5.8,3.9999999999999996,5.275,65.8,Reprovado
293,11,9,6.0,0.8,0.0,94.0,5.8,0.8,0.5,83.9,4.7,0.1,0.5,90.6,7.8,0.4,1.0,58.5,6.8,7.1,5.3,9.2,7.1,81.75,Aprovado
294,12,8,5.6,0.2,0.5,94.1,7.5,0.1,0.2,90.2,5.8,0.2,0.7,85.9,4.0,0.8,0.5,55.3,6.3,7.8,6.7,5.3,6.525,81.37500000000001,Recuperação
295,12,7,4.2,0.6,1.0,83.0,5.0,0.0,0.5,78.1,7.3,0.8,0.5,86.5,7.4,0.5,0.3,95.3,5.8,5.5,8.6,8.200000000000001,7.025,85.725,Aprovado
296,14,7,3.9,0.7,0.5,60.6,4.5,0.4,0.2,87.0,3.4,0.8,0.9,55.0,7.0,0.5,0.9,99.9,5.1,5.1000000000000005,5.1000000000000005,8.4,5.925000000000001,75.625,Recuperação
297,12,7,4.1,0.6,0.7,93.1,3.7,0.8,0.9,83.1,3.4,0.6,0.3,85.9,7.8,0.1,0.5,58.2,5.3999999999999995,5.4,4.3,8.399999999999999,5.875,80.075,Recuperação
298,13,7,3.9,0.2,0.3,94.3,3.8,0.3,0.3,67.8,7.3,0.6,0.1,84.0,5.4,0.4,0.6,52.7,4.3999999999999995,4.3999999999999995,7.999999999999999,6.4,5.799999999999999,74.7,Reprovado
299,11,7,6.9,0.4,0.8,59.8,5.2,0.4,1.0,90.4,4.1,0.0,0.9,91.5,6.6,0.3,0.1,66.5,8.100000000000001,6.6000000000000005,5.0,6.999999999999999,6.675000000000001,77.05,Recuperação
300,14,8,4.8,0.8,0.8,86.9,6.0,0.0,0.5,64.7,6.3,0.8,0.4,52.1,4.9,1.0,0.4,73.1,6.3999999999999995,6.5,7.5,6.300000000000001,6.675,69.2,Reprovado
301,11,8,3.3,0.6,0.5,64.3,3.4,0.4,0.6,78.6,5.7,0.8,0.6,51.2,3.9,0.3,0.9,60.2,4.4,4.3999999999999995,7.1,5.1000000000000005,5.25,63.57499999999999,Reprovado
302,11,7,7.8,0.0,1.0,90.1,7.7,0.6,0.5,87.3,7.2,0.3,0.8,68.7,5.2,0.9,0.6,65.1,8.8,8.8,8.3,6.7,8.15,77.79999999999998,Aprovado
303,13,9,7.4,0.8,0.1,99.9,6.8,0.6,0.1,68.9,3.6,0.7,0.3,57.4,3.8,0.7,0.3,60.0,8.3,7.499999999999999,4.6,4.8,6.3,71.55000000000001,Reprovado
304,12,6,7.6,0.0,0.0,51.5,5.9,0.3,0.4,65.1,3.6,0.2,0.7,77.9,7.9,0.3,0.6,88.7,7.6,6.6000000000000005,4.5,8.8,6.875,70.8,Reprovado
305,12,7,8.0,0.7,0.8,94.9,7.1,0.3,0.1,73.0,5.8,0.0,0.1,95.9,3.5,0.5,0.9,85.6,9.5,7.499999999999999,5.8999999999999995,4.9,6.949999999999999,87.35,Recuperação
306,11,9,3.9,0.2,0.8,81.1,3.4,0.1,0.6,90.9,7.7,0.2,0.3,69.6,5.9,0.8,0.3,81.7,4.8999999999999995,4.1,8.200000000000001,7.0,6.050000000000001,80.825,Recuperação
307,14,6,5.0,1.0,0.1,98.7,5.4,0.4,0.4,96.5,5.1,0.2,0.1,92.2,6.1,0.9,0.5,69.4,6.1,6.200000000000001,5.3999999999999995,7.5,6.3,89.19999999999999,Recuperação
308,12,7,6.8,0.4,0.3,73.3,6.2,0.1,0.8,77.3,4.6,0.3,0.8,50.0,5.7,0.2,1.0,95.5,7.5,7.1,5.699999999999999,6.9,6.799999999999999,74.025,Reprovado
309,14,7,6.5,0.3,0.0,92.4,7.1,0.8,0.2,83.1,6.0,0.4,0.2,58.4,6.3,0.3,0.2,98.5,6.8,8.1,6.6000000000000005,6.8,7.075,83.1,Aprovado
310,12,8,3.8,0.1,0.3,53.1,6.9,1.0,0.2,95.2,7.7,0.5,0.7,51.5,3.6,0.3,0.7,58.7,4.2,8.1,8.899999999999999,4.6,6.449999999999999,64.625,Reprovado
311,14,6,7.1,0.3,0.8,66.8,4.4,1.0,0.4,54.9,7.2,0.5,0.9,66.4,5.8,0.0,0.6,61.2,8.2,5.800000000000001,8.6,6.3999999999999995,7.25,62.325,Reprovado
312,13,6,4.1,0.9,0.5,53.4,7.7,0.9,0.9,61.6,8.0,0.3,0.5,95.4,4.4,0.6,0.7,76.3,5.5,9.5,8.8,5.7,7.375,71.675,Reprovado
313,14,9,4.1,1.0,0.3,98.8,3.6,0.6,0.7,85.4,3.1,0.0,0.5,54.8,7.7,0.9,0.4,54.6,5.3999999999999995,4.9,3.6,9.0,5.725,73.4,Reprovado
314,13,8,5.7,0.4,0.4,90.8,7.4,0.7,0.4,91.2,3.6,0.6,0.5,80.3,6.8,0.4,0.3,71.8,6.500000000000001,8.5,4.7,7.5,6.8,83.525,Recuperação
315,13,8,6.0,0.4,0.0,92.6,7.9,0.3,0.5,92.9,6.0,0.4,0.3,72.6,7.9,0.7,0.7,79.1,6.4,8.700000000000001,6.7,9.299999999999999,7.775,84.30000000000001,Aprovado
316,14,8,5.9,0.7,0.3,96.9,3.9,0.6,0.1,70.8,7.1,0.3,0.5,96.9,3.2,0.6,0.2,76.1,6.9,4.6,7.8999999999999995,4.0,5.85,85.17500000000001,Recuperação
317,13,8,3.5,0.9,0.6,54.3,6.6,0.5,1.0,54.5,4.4,0.9,0.6,56.1,4.4,0.4,0.4,66.5,5.0,8.1,5.9,5.200000000000001,6.050000000000001,57.85,Reprovado
318,11,6,7.4,0.6,1.0,69.3,3.2,0.5,0.7,71.9,4.2,0.7,1.0,60.6,4.0,0.1,0.2,77.1,9.0,4.4,5.9,4.3,5.9,69.725,Reprovado
319,13,6,4.3,0.4,0.8,53.6,5.0,0.8,0.3,61.5,6.9,0.9,0.9,51.5,3.1,0.7,0.0,97.9,5.5,6.1,8.700000000000001,3.8,6.025,66.125,Reprovado
320,12,7,3.6,0.4,0.0,60.5,5.6,0.3,0.6,64.6,3.3,0.5,0.9,71.7,4.2,0.9,1.0,60.3,4.0,6.499999999999999,4.7,6.1000000000000005,5.325,64.275,Reprovado
321,14,7,7.4,0.7,0.9,61.5,5.9,0.3,0.1,88.6,4.8,0.1,0.9,63.9,6.4,0.7,0.4,82.7,9.0,6.3,5.8,7.500000000000001,7.15,74.175,Reprovado
322,11,8,7.8,0.0,0.8,73.5,7.7,0.9,1.0,53.8,5.5,0.7,0.5,93.5,4.2,0.0,1.0,52.2,8.6,9.6,6.7,5.2,7.5249999999999995,68.25,Reprovado
323,14,8,7.3,0.6,0.8,63.4,6.4,0.1,0.2,91.4,5.8,0.2,0.7,80.2,5.5,0.2,0.1,53.3,8.7,6.7,6.7,5.8,6.975,72.075,Reprovado
324,12,8,7.0,0.4,0.5,55.0,5.4,0.5,0.6,71.4,6.6,0.4,0.9,80.7,7.4,0.1,0.6,77.6,7.9,6.5,7.9,8.1,7.6,71.17500000000001,Reprovado
325,12,7,6.3,0.8,0.4,58.4,7.0,0.9,0.2,79.8,4.8,0.1,0.4,76.6,6.5,0.6,0.2,55.2,7.5,8.1,5.3,7.3,7.05,67.5,Reprovado
326,12,9,5.8,0.1,0.3,57.4,7.8,0.6,0.7,54.5,6.1,0.8,1.0,54.6,5.0,0.8,0.8,51.1,6.199999999999999,9.1,7.8999999999999995,6.6,7.449999999999999,54.4,Reprovado
327,13,9,3.4,0.6,0.1,98.7,3.1,0.5,0.8,66.9,5.9,0.1,0.4,72.3,4.9,0.1,0.8,58.6,4.1,4.4,6.4,5.8,5.175,74.12500000000001,Reprovado
328,13,7,5.0,0.5,0.2,88.0,7.9,0.2,0.7,54.5,5.7,0.9,0.6,100.0,5.3,0.8,0.1,78.2,5.7,8.799999999999999,7.2,6.199999999999999,6.975,80.175,Recuperação
329,14,7,4.9,0.6,0.2,98.4,3.4,0.3,0.6,98.1,6.2,0.9,0.7,91.8,3.9,0.6,0.9,85.2,5.7,4.3,7.800000000000001,5.4,5.800000000000001,93.375,Recuperação
330,14,7,4.3,0.1,0.5,72.0,7.1,0.9,0.9,90.4,4.3,0.5,1.0,94.7,6.2,0.7,0.2,60.1,4.8999999999999995,8.9,5.8,7.1000000000000005,6.675000000000001,79.30000000000001,Recuperação
331,11,7,6.6,0.6,0.7,63.9,4.4,0.6,0.1,73.0,3.4,0.7,0.2,91.2,4.8,1.0,0.6,83.4,7.8999999999999995,5.1,4.3,6.3999999999999995,5.925,77.875,Recuperação
332,11,7,5.5,0.6,0.5,89.9,3.7,0.5,0.3,61.2,3.6,0.6,0.7,55.2,7.3,0.1,1.0,59.1,6.6,4.5,4.9,8.399999999999999,6.1,66.35000000000001,Reprovado
333,14,7,3.4,0.6,0.1,66.3,5.2,0.1,0.2,96.7,4.1,0.8,0.5,61.4,6.8,0.9,0.9,80.7,4.1,5.5,5.3999999999999995,8.6,5.9,76.275,Recuperação
334,13,8,4.1,0.6,1.0,65.0,6.2,0.0,1.0,67.2,5.5,0.4,0.3,50.2,6.1,0.1,1.0,70.6,5.699999999999999,7.2,6.2,7.199999999999999,6.574999999999999,63.24999999999999,Reprovado
335,12,8,6.4,0.7,0.9,61.6,4.9,1.0,0.4,58.0,7.2,0.8,0.8,65.2,4.8,0.4,0.3,82.7,8.0,6.300000000000001,8.8,5.5,7.15,66.875,Reprovado
336,14,8,3.4,0.8,0.8,56.5,3.3,0.4,0.7,78.2,6.5,0.5,0.6,55.4,4.0,0.9,0.1,99.8,5.0,4.3999999999999995,7.6,5.0,5.5,72.475,Reprovado
337,11,8,7.3,0.3,1.0,62.8,6.0,0.6,0.7,97.2,6.9,0.9,0.7,73.6,6.9,0.9,0.2,96.9,8.6,7.3,8.5,8.0,8.1,82.625,Aprovado
338,13,7,5.5,0.8,0.5,67.8,7.5,0.1,0.2,50.2,4.8,0.5,0.3,83.9,5.4,0.5,0.5,50.2,6.8,7.8,5.6,6.4,6.65,63.025000000000006,Reprovado
339,14,9,5.4,0.5,1.0,83.7,4.9,0.7,0.2,61.9,5.0,0.5,0.5,93.7,4.1,0.6,0.8,94.3,6.9,5.800000000000001,6.0,5.499999999999999,6.050000000000001,83.4,Recuperação
340,14,6,6.0,0.1,0.1,53.1,4.1,0.9,0.3,96.9,5.0,0.8,0.6,87.5,4.0,0.7,0.2,53.3,6.199999999999999,5.3,6.3999999999999995,4.9,5.699999999999999,72.7,Reprovado
341,13,7,7.1,0.1,0.4,60.5,5.2,0.6,0.4,58.6,4.0,0.8,0.4,96.9,3.8,0.8,0.7,97.7,7.6,6.2,5.2,5.3,6.075,78.425,Recuperação
342,14,6,4.7,0.3,0.2,90.5,3.2,0.1,0.2,55.7,3.3,0.6,0.2,52.7,6.9,0.1,0.3,64.1,5.2,3.5000000000000004,4.1,7.3,5.025,65.75,Reprovado
343,13,9,6.4,0.8,0.2,57.3,7.1,0.6,0.0,78.5,6.0,0.2,1.0,50.6,4.1,0.8,0.3,69.1,7.4,7.699999999999999,7.2,5.199999999999999,6.875,63.875,Reprovado
344,12,8,5.8,0.7,0.1,67.1,7.1,0.8,0.9,93.1,7.9,0.5,0.5,83.1,5.6,0.5,0.7,54.6,6.6,8.799999999999999,8.9,6.8,7.7749999999999995,74.475,Reprovado
345,13,9,4.3,0.8,0.6,93.2,5.9,0.4,1.0,73.9,3.8,1.0,0.7,64.5,5.3,0.5,0.5,55.6,5.699999999999999,7.300000000000001,5.5,6.3,6.2,71.80000000000001,Reprovado
346,13,7,7.4,0.5,0.8,57.7,4.8,0.9,0.3,99.7,3.2,0.8,0.4,62.7,5.9,0.4,0.8,86.3,8.700000000000001,6.0,4.4,7.1000000000000005,6.550000000000001,76.60000000000001,Recuperação
347,13,8,7.0,0.4,0.6,54.1,7.0,0.6,0.3,84.0,6.9,0.8,0.4,66.5,7.4,0.5,0.2,97.2,8.0,7.8999999999999995,8.1,8.1,8.025,75.45,Aprovado
348,14,7,6.3,0.1,0.1,74.2,5.8,0.9,0.0,53.7,4.3,0.0,0.4,63.5,7.3,0.9,0.8,80.5,6.499999999999999,6.7,4.7,9.0,6.725,67.975,Reprovado
349,14,8,7.3,0.3,0.8,65.1,7.1,0.6,0.7,99.6,7.1,0.5,0.4,75.6,5.3,0.5,0.1,85.8,8.4,8.399999999999999,8.0,5.8999999999999995,7.674999999999999,81.52499999999999,Aprovado
350,13,6,7.3,0.4,0.6,78.2,6.2,0.1,0.8,70.4,6.5,0.6,0.5,72.0,3.1,1.0,0.2,88.1,8.3,7.1,7.6,4.3,6.825,77.17500000000001,Recuperação
351,14,6,6.5,0.1,0.4,90.2,6.9,0.3,0.1,64.4,7.7,0.8,0.5,75.6,5.1,0.2,0.7,63.1,7.0,7.3,9.0,6.0,7.325,73.325,Reprovado
352,11,6,7.2,0.2,0.7,56.9,6.0,0.2,0.2,77.9,5.0,0.0,0.5,83.6,6.0,0.7,0.9,52.3,8.1,6.4,5.5,7.6000000000000005,6.9,67.675,Reprovado
353,11,9,6.5,0.6,0.3,79.0,5.1,0.9,0.8,65.2,6.3,0.9,0.1,69.4,5.8,0.8,0.3,50.1,7.3999999999999995,6.8,7.3,6.8999999999999995,7.1,65.925,Reprovado
354,14,7,6.4,0.7,0.3,75.3,7.8,0.8,0.6,54.3,5.3,0.5,0.5,62.6,6.3,0.7,0.3,67.5,7.4,9.2,6.3,7.3,7.550000000000001,64.925,Reprovado
355,14,9,6.1,1.0,0.9,57.2,5.7,0.7,0.0,50.1,6.2,0.2,0.2,58.3,3.8,0.6,0.5,62.1,8.0,6.4,6.6000000000000005,4.8999999999999995,6.475,56.925000000000004,Reprovado
356,13,6,6.8,0.9,0.3,81.2,6.0,0.3,0.6,72.5,5.2,0.3,0.1,67.5,6.2,0.6,0.2,53.1,8.0,6.8999999999999995,5.6,7.0,6.875,68.575,Reprovado
357,12,7,3.8,0.6,0.5,63.7,4.1,0.2,0.3,91.8,3.9,0.3,0.9,87.1,3.9,0.9,0.8,59.0,4.8999999999999995,4.6,5.1000000000000005,5.6,5.050000000000001,75.4,Recuperação
358,14,6,7.4,0.4,0.9,74.4,6.1,0.8,0.4,78.6,5.5,0.5,0.6,87.8,6.8,0.8,0.8,56.2,8.700000000000001,7.3,6.6,8.4,7.75,74.25,Reprovado
359,11,9,7.4,0.6,0.7,54.1,5.9,0.5,0.8,100.0,5.6,0.1,0.7,83.3,4.7,0.1,0.1,95.7,8.7,7.2,6.3999999999999995,4.8999999999999995,6.799999999999999,83.27499999999999,Recuperação
360,13,9,3.1,0.8,0.1,73.0,3.9,0.2,0.8,64.3,7.1,0.2,0.4,61.7,6.5,0.8,0.5,57.0,4.0,4.8999999999999995,7.7,7.8,6.1,64.0,Reprovado
361,14,9,7.1,0.1,0.1,65.3,3.3,0.6,0.4,64.0,6.7,0.8,0.9,79.4,3.2,0.4,0.8,76.9,7.299999999999999,4.3,8.4,4.4,6.1,71.4,Reprovado
362,11,6,3.6,0.4,0.0,91.1,6.0,0.0,0.9,58.0,6.3,0.1,0.6,78.5,5.0,0.3,0.3,79.7,4.0,6.9,6.999999999999999,5.6,5.875,76.825,Recuperação
363,11,7,4.7,0.8,0.6,52.8,6.8,0.3,0.4,58.2,3.6,0.2,0.8,74.2,6.5,0.9,0.6,77.2,6.1,7.5,4.6000000000000005,8.0,6.55,65.6,Reprovado
364,12,7,6.7,0.4,0.4,70.9,5.6,0.5,0.8,64.3,6.6,0.5,0.4,77.5,4.1,0.4,0.1,55.0,7.500000000000001,6.8999999999999995,7.5,4.6,6.625,66.925,Reprovado
365,13,6,3.8,0.6,0.1,72.9,4.1,0.1,0.5,89.6,5.5,0.5,1.0,74.6,7.0,0.8,0.6,65.9,4.499999999999999,4.699999999999999,7.0,8.4,6.15,75.75,Recuperação
366,13,7,7.1,0.6,1.0,86.3,6.3,1.0,0.9,95.3,7.5,0.8,0.8,78.3,6.2,0.3,0.2,52.6,8.7,8.2,9.100000000000001,6.7,8.175,78.125,Aprovado
367,12,6,7.2,0.2,0.5,78.7,3.4,0.2,0.9,98.8,7.6,0.4,0.9,85.8,5.9,0.0,0.8,69.8,7.9,4.5,8.9,6.7,7.0,83.275,Aprovado
368,12,7,5.5,0.4,0.2,83.4,5.2,0.1,0.1,61.6,3.3,0.8,0.2,55.5,4.8,0.5,0.4,59.4,6.1000000000000005,5.3999999999999995,4.3,5.7,5.375,64.975,Reprovado
369,13,8,3.0,0.3,0.5,88.9,3.8,0.2,0.9,94.1,7.1,0.6,0.3,87.5,5.4,0.1,0.3,78.1,3.8,4.9,7.999999999999999,5.8,5.625,87.15,Recuperação
370,13,8,4.4,0.0,0.7,93.1,3.9,0.8,0.8,66.4,3.2,0.1,0.3,56.8,6.0,0.8,0.8,84.6,5.1000000000000005,5.5,3.6,7.6,5.45,75.225,Recuperação
371,14,9,6.1,0.0,0.1,65.7,4.0,0.4,0.8,55.6,4.8,0.2,0.3,53.3,5.4,0.3,0.1,76.6,6.199999999999999,5.2,5.3,5.8,5.625,62.800000000000004,Reprovado
372,14,8,7.9,0.8,0.3,76.9,4.9,0.6,0.2,93.5,5.7,0.4,0.9,98.8,6.5,0.4,0.4,71.7,9.000000000000002,5.7,7.000000000000001,7.300000000000001,7.250000000000001,85.225,Aprovado
373,12,8,6.2,0.3,0.8,92.0,3.3,0.0,0.8,81.8,3.7,0.4,0.0,97.8,5.2,0.1,0.4,69.4,7.3,4.1,4.1000000000000005,5.7,5.3,85.25,Recuperação
374,14,8,4.3,0.5,0.5,99.5,5.0,0.0,0.9,58.2,6.7,0.7,0.1,53.0,4.0,0.3,0.3,92.1,5.3,5.9,7.5,4.6,5.824999999999999,75.69999999999999,Recuperação
375,11,6,6.2,0.3,0.5,94.5,5.6,0.4,0.3,71.5,3.0,0.6,0.3,72.2,4.1,0.8,0.9,61.0,7.0,6.3,3.9,5.8,5.75,74.8,Reprovado
376,14,8,5.7,0.9,0.4,68.6,5.4,0.8,1.0,64.4,3.8,0.4,0.2,59.3,3.0,0.2,0.8,86.7,7.000000000000001,7.2,4.4,4.0,5.65,69.75,Reprovado
377,14,8,6.9,0.3,0.0,59.8,4.9,0.9,0.0,86.8,5.9,0.2,0.2,74.3,4.5,0.6,0.1,87.9,7.2,5.800000000000001,6.300000000000001,5.199999999999999,6.125,77.19999999999999,Recuperação
378,11,9,3.5,0.4,0.2,74.5,7.2,0.1,0.1,72.7,6.6,0.2,0.8,91.5,6.7,0.9,0.7,71.0,4.1,7.3999999999999995,7.6,8.3,6.8500000000000005,77.425,Recuperação
379,12,8,6.8,0.9,0.4,87.1,3.7,0.5,0.5,99.5,7.6,0.6,0.6,97.5,7.0,0.7,0.5,64.9,8.1,4.7,8.799999999999999,8.2,7.45,87.25,Aprovado
380,11,8,5.7,0.8,0.2,74.6,5.5,0.9,0.6,52.7,6.5,0.4,0.0,81.7,4.0,0.8,0.9,73.5,6.7,7.0,6.9,5.7,6.575,70.625,Reprovado
381,14,7,7.8,0.2,0.0,74.2,3.3,0.4,0.6,67.8,6.4,0.5,0.4,67.7,7.8,0.1,0.3,54.7,8.0,4.3,7.300000000000001,8.2,6.95,66.1,Reprovado
382,12,9,4.7,0.8,0.8,91.9,3.4,0.8,0.0,74.1,5.0,0.2,0.4,80.2,5.5,0.3,0.6,52.3,6.3,4.2,5.6000000000000005,6.3999999999999995,5.625,74.625,Reprovado
383,14,9,6.2,0.5,1.0,68.1,5.9,0.1,1.0,75.2,3.0,0.7,0.1,65.6,7.6,0.9,0.5,55.6,7.7,7.0,3.8000000000000003,9.0,6.875,66.125,Reprovado
384,11,9,7.7,0.5,0.8,93.0,5.8,0.9,0.0,65.8,3.6,0.9,0.7,95.5,6.5,0.7,0.5,59.4,9.0,6.7,5.2,7.7,7.1499999999999995,78.425,Aprovado
